geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000222617.1,2392513505,RN7SKP254,si,-0.90967,0.363
ENSG00000242863.3,2393380424,RN7SL677P,si,-2.69427,0.00705
ENSG00000259478.2,2394013594,RP11-753A21.1,si,0.17619,0.86
ENSG00000222361.1,2394101484,RNU6-1186P,si,1.80242,0.0715
ENSG00000259266.1,2394145014,RP11-183E24.1,si,-1.63812,0.101
ENSG00000259199.1,2394196690,CTD-2544M6.1,si,1.329,0.184
ENSG00000259041.1,2394310760,RP11-167B3.1,si,-3.02496,0.00249
ENSG00000274312.1,2394346730,RP11-167B3.2,si,1.329,0.184
ENSG00000283597.1,2394519214,FAM169B,si,-0.20014,0.841
ENSG00000259475.1,2395056755,RP11-654A16.3,si,0.27922,0.78
ENSG00000182253.14,2395143674,SYNM,si,2.142,0.0322
ENSG00000261054.1,2395157088,RP11-6O2.4,si,2.24653,0.0247
ENSG00000261616.1,2395169112,RP11-6O2.3,si,-1.68926,0.0912
ENSG00000259921.1,2395185954,AC022819.3,si,-0.99873,0.318
ENSG00000103852.12,2395220542,TTC23,si,-2.026,0.0428
ENSG00000281635.1,2395346128,AC022819.1,si,-0.59039,0.555
ENSG00000183060.15,2395751398,LYSMD4,si,0.22185,0.824
ENSG00000259655.1,2395818756,CTD-2054N24.1,si,-0.85758,0.391
ENSG00000182397.14,2395825310,DNM1P46,si,-0.88341,0.377
ENSG00000259363.5,2395868854,CTD-2054N24.2,si,-0.12063,0.904
ENSG00000259219.1,2396005396,CTD-3076O17.2,si,1.04613,0.296
ENSG00000259430.1,2396432195,CERS3-AS1,si,1.15538,0.248
ENSG00000154227.13,2396499464,CERS3,si,-0.06813,0.946
ENSG00000270127.2,2396575728,RP11-526I2.5,si,-1.188,0.235
ENSG00000251819.1,2396578640,RNU6-322P,si,-0.90566,0.365
ENSG00000259205.2,2396583010,PRKXP1,si,1.14999,0.25
ENSG00000200095.1,2396587508,RNU6-181P,si,-0.31067,0.756
ENSG00000232386.9,2396882427,RP11-66B24.2,si,1.31243,0.189
ENSG00000259755.1,2397095168,RP11-505E24.2,si,-1.4459,0.148
ENSG00000140479.16,2397437940,PCSK6,si,-0.32268,0.747
ENSG00000184277.12,2397663686,TM2D3,si,0.7994,0.424
ENSG00000185418.15,2397715870,TARSL2,si,3.3225,0.000892
ENSG00000259658.4,2397768753,RP11-89K11.1,si,0.75173,0.452
ENSG00000184140.5,2397832961,OR4F6,si,-0.12011,0.904
ENSG00000185596.16,2397995842,WASH3P,si,-2.56624,0.0103
ENSG00000007384.15,2398070519,RHBDF1,si,-0.687,0.492
ENSG00000103148.15,2398114877,NPRL3,si,0.913,0.361
ENSG00000206177.6,2398163641,HBM,si,-1.491,0.136
ENSG00000185615.15,2398288495,PDIA2,si,-1.3461,0.178
ENSG00000086504.15,2398372267,MRPL28,si,-2.48993,0.0128
ENSG00000129925.10,2398382255,TMEM8A,si,-0.49126,0.623
ENSG00000103202.12,2398406857,NME4,si,-2.36935,0.0178
ENSG00000230428.1,2398455744,RP1-196A12.1,si,0.09273,0.926
ENSG00000090565.15,2398477627,RAB11FIP3,si,-3.26544,0.00109
ENSG00000007541.16,2398578877,PIGQ,si,-3.11683,0.00183
ENSG00000127578.6,2398634989,WFIKKN1,si,4.276,1.9e-05
ENSG00000140983.13,2398674441,RHOT2,si,2.47,0.0135
ENSG00000260394.2,2398682452,LA16c-313D11.9,si,-3.23246,0.00123
ENSG00000127585.11,2398702475,FBXL16,si,-4.22,2.44e-05
ENSG00000103260.8,2398720697,METRN,si,0.78255,0.434
ENSG00000162004.16,2398728079,CCDC78,si,-3.74873,0.000178
ENSG00000103245.13,2398738853,NARFL,si,2.31482,0.0206
ENSG00000102854.15,2398768125,MSLN,si,2.27523,0.0229
ENSG00000007376.7,2398789997,RPUSD1,si,1.14613,0.252
ENSG00000167945.1,2398812963,PRR25,si,0.05092,0.959
ENSG00000275438.1,2398852107,LA16c-360A4.1,si,-1.42196,0.155
ENSG00000103227.18,2398920787,LMF1,si,-0.883,0.377
ENSG00000260807.6,2398981990,RP11-161M6.2,si,1.514,0.13
ENSG00000273551.1,2399151801,RP11-616M22.11,si,-2.9661,0.00302
ENSG00000260403.1,2399160787,RP11-616M22.1,si,0.07852,0.937
ENSG00000219274.1,2399332739,RPS20P2,si,-1.36864,0.171
ENSG00000279930.1,2399441546,LA16c-312E8.4,si,0.16439,0.869
ENSG00000197599.12,2399442781,CCDC154,si,1.08708,0.277
ENSG00000261430.1,2399473490,LA16c-390E6.3,si,-0.60033,0.548
ENSG00000219027.2,2399481518,RPS3AP2,si,-0.50791,0.612
ENSG00000100726.14,2399505212,TELO2,si,1.905,0.0568
ENSG00000187535.13,2399564580,IFT140,si,0.60255,0.547
ENSG00000261732.1,2399662799,LA16c-431H6.6,si,-0.03,0.976
ENSG00000261399.1,2399717179,LA16c-329F2.1,si,-1.06607,0.286
ENSG00000197774.12,2399780769,EME2,si,-0.97945,0.327
ENSG00000095906.16,2399789357,NUBP2,si,-1.024,0.306
ENSG00000063854.12,2399814719,HAGH,si,-2.17224,0.0298
ENSG00000162039.14,2399862450,MEIOB,si,0.80154,0.423
ENSG00000259947.1,2399893085,XX-DJ76P10__A.2,si,-0.23208,0.816
ENSG00000255198.4,2399968545,SNHG9,si,1.05083,0.293
ENSG00000183751.14,2399980797,TBL3,si,-0.21581,0.829
ENSG00000127554.12,2399989289,GFER,si,0.31857,0.75
ENSG00000103197.16,2400071404,TSC2,si,1.78327,0.0745
ENSG00000260447.1,2400123039,RP11-304L19.2,si,0.91191,0.362
ENSG00000264397.1,2400139365,MIR3180-5,si,-0.68686,0.492
ENSG00000260260.1,2400158389,SNHG19,si,-0.00355,0.997
ENSG00000167971.15,2400190164,CASKIN1,si,-0.58177,0.561
ENSG00000205937.11,2400264075,RNPS1,si,2.048,0.0406
ENSG00000266643.1,2400274054,MIR3677,si,0.1128,0.91
ENSG00000185883.11,2400520355,ATP6V0C,si,-1.85841,0.0631
ENSG00000269937.1,2400566595,RP11-20I23.8,si,-3.0973,0.00195
ENSG00000279568.1,2400579812,RP11-20I23.5,si,-0.05647,0.955
ENSG00000280402.1,2400582491,RP11-20I23.10,si,-0.67005,0.503
ENSG00000279162.1,2400596850,CTD-3126B10.2,si,-0.51106,0.609
ENSG00000261093.1,2400602111,CTD-3126B10.1,si,-1.75787,0.0788
ENSG00000215154.6,2400620233,AC141586.5,si,-1.4361,0.151
ENSG00000279057.1,2400624319,CTD-3126B10.5,si,-0.13213,0.895
ENSG00000205918.9,2400633020,PDPK2P,si,-1.762,0.0781
ENSG00000260565.6,2400670208,CTD-2270P14.1,si,2.59568,0.00944
ENSG00000205913.6,2400748149,SRRM2-AS1,si,1.92136,0.0547
ENSG00000103363.14,2400777667,TCEB2,si,-0.01724,0.986
ENSG00000172460.14,2400844467,PRSS30P,si,1.34336,0.179
ENSG00000263280.1,2400870295,LA16c-325D7.2,si,-1.60575,0.108
ENSG00000059122.16,2400934884,FLYWCH1,si,-0.15782,0.875
ENSG00000274367.1,2400984695,LA16c-380H5.6,si,-0.26578,0.79
ENSG00000103145.10,2401026765,HCFC1R1,si,1.75838,0.0787
ENSG00000131652.13,2401029203,THOC6,si,-1.61126,0.107
ENSG00000162069.14,2401035615,BICDL2,si,0.27704,0.782
ENSG00000008517.16,2401077056,IL32,si,2.72603,0.00641
ENSG00000262370.5,2401085317,RP11-473M20.9,si,-0.04107,0.967
ENSG00000263072.6,2401125983,ZNF213-AS1,si,1.607,0.108
ENSG00000085644.13,2401139603,ZNF213,si,-0.32951,0.742
ENSG00000262521.1,2401185937,AJ003147.8,si,0.412,0.68
ENSG00000262668.1,2401209807,AJ003147.9,si,-1.01102,0.312
ENSG00000010539.11,2401232585,ZNF200,si,-2.10224,0.0355
ENSG00000103313.12,2401252639,MEFV,si,0.69491,0.487
ENSG00000281005.1,2401268967,LINC00921,si,0.938,0.348
ENSG00000279330.1,2401278019,AJ003147.11,si,1.66499,0.0959
ENSG00000262899.1,2401311295,LA16c-360H6.3,si,-0.53234,0.594
ENSG00000262316.1,2401326870,RP11-433P17.1,si,0.54344,0.587
ENSG00000263177.1,2401373743,MTND1P8,si,-1.22644,0.22
ENSG00000167984.17,2401561528,NLRC3,si,-0.89773,0.369
ENSG00000126602.10,2401687929,TRAP1,si,-1.11915,0.263
ENSG00000262185.1,2401952338,RP11-462G12.1,si,1.41583,0.157
ENSG00000262468.5,2402253119,LINC01569,si,1.76633,0.0773
ENSG00000262686.1,2402329815,GLIS2-AS1,si,1.07818,0.281
ENSG00000217930.7,2402346889,PAM16,si,0.18902,0.85
ENSG00000262246.5,2402393435,CORO7,si,-0.628,0.53
ENSG00000153406.13,2402482033,NMRAL1,si,0.28643,0.775
ENSG00000263955.2,2402637047,RN7SL850P,si,-0.56653,0.571
ENSG00000102858.12,2402657045,MGRN1,si,-0.92096,0.357
ENSG00000276641.1,2402674665,MIR6769A,si,-0.99684,0.319
ENSG00000168096.14,2402718755,ANKS3,si,0.77812,0.436
ENSG00000166246.13,2402745145,C16orf71,si,0.984,0.325
ENSG00000103199.13,2402761243,ZNF500,si,0.40915,0.682
ENSG00000140623.13,2402786407,SEPT12,si,-0.06905,0.945
ENSG00000267077.1,2402799210,RP11-127I20.5,si,-0.019,0.985
ENSG00000067836.12,2402803271,ROGDI,si,1.51,0.131
ENSG00000275056.1,2402843101,RP11-127I20.8,si,-0.2121,0.832
ENSG00000103184.11,2402992049,SEC14L5,si,-1.56184,0.118
ENSG00000103174.11,2403032804,NAGPA,si,1.276,0.202
ENSG00000261811.1,2403221305,RP11-382N13.2,si,0.21598,0.829
ENSG00000257180.1,2404078276,RP11-509E10.1,si,-2.3564,0.0185
ENSG00000278975.1,2404708032,RP11-185J20.1,si,-0.95396,0.34
ENSG00000259963.1,2404725185,RP11-185J20.2,si,-0.30742,0.759
ENSG00000260058.1,2406337223,RP11-279O17.3,si,0.70526,0.481
ENSG00000232258.6,2406567211,TMEM114,si,-0.6156,0.538
ENSG00000067365.14,2406638980,METTL22,si,1.31703,0.188
ENSG00000183044.11,2406732881,ABAT,si,1.5241,0.127
ENSG00000140650.11,2406822389,PMM2,si,0.89782,0.369
ENSG00000260350.1,2406851499,RP11-152P23.2,si,0.291,0.771
ENSG00000153048.10,2406864289,CARHSP1,si,1.11602,0.264
ENSG00000187555.14,2406931615,USP7,si,0.50404,0.614
ENSG00000260979.1,2406968159,RP11-77H9.8,si,-2.02231,0.0431
ENSG00000261392.1,2407073795,RP11-473I1.6,si,0.39091,0.696
ENSG00000261617.1,2407385152,RP11-243A14.1,si,1.024,0.306
ENSG00000261397.1,2407446451,LINC01177,si,1.0853,0.278
ENSG00000260362.1,2407675175,RP11-297M9.1,si,1.08394,0.278
ENSG00000183454.15,2407971391,GRIN2A,si,0.68478,0.493
ENSG00000266439.2,2408225235,RN7SL493P,si,-0.72668,0.467
ENSG00000166669.13,2408408347,ATF7IP2,si,0.443,0.658
ENSG00000263241.1,2408722509,RP11-109M19.4,si,0.84663,0.397
ENSG00000262488.1,2408844275,RP11-876N24.1,si,0.81536,0.415
ENSG00000179583.18,2408902563,CIITA,si,0.178,0.859
ENSG00000275673.1,2408937884,RP11-876N24.7,si,-1.287,0.198
ENSG00000263013.1,2408942777,RP11-876N24.5,si,0.268,0.789
ENSG00000262222.1,2408945181,RP11-876N24.4,si,-1.53996,0.124
ENSG00000262020.1,2409072111,RP11-66H6.3,si,0.37413,0.708
ENSG00000262636.1,2409384300,CTD-3088G3.4,si,-0.29172,0.771
ENSG00000274505.1,2409757119,Metazoa_SRP,si,-1.0563,0.291
ENSG00000261560.1,2409885133,RP11-166B2.3,si,-2.35082,0.0187
ENSG00000103342.12,2409895417,GSPT1,si,-1.26996,0.204
ENSG00000234719.8,2409955319,RP11-166B2.1,si,-1.91193,0.0559
ENSG00000048462.10,2409969899,TNFRSF17,si,-0.765,0.444
ENSG00000048471.13,2410278825,SNX29,si,1.73787,0.0822
ENSG00000259876.1,2410560335,CTD-3037G24.4,si,0.77608,0.438
ENSG00000103381.11,2410735219,CPPED1,si,-0.46972,0.639
ENSG00000261158.1,2410763533,CTD-2583P5.3,si,-0.25044,0.802
ENSG00000262801.5,2411407929,U91319.1,si,1.43479,0.151
ENSG00000262267.5,2411758260,U95743.1,si,-1.62325,0.105
ENSG00000175595.14,2411939563,ERCC4,si,0.281,0.779
ENSG00000263234.1,2411957301,CTD-2135D7.3,si,0.38617,0.699
ENSG00000262097.1,2412015959,CTD-2135D7.5,si,2.34332,0.0191
ENSG00000262470.2,2412203979,TVP23CP2,si,0.03132,0.975
ENSG00000261523.1,2412704623,RP11-82O18.2,si,0.92163,0.357
ENSG00000254852.8,2412760051,NPIPA2,si,0.91705,0.359
ENSG00000103512.14,2412868232,NOMO1,si,-0.14246,0.887
ENSG00000257264.4,2412905148,MIR3179-1,si,0.404,0.686
ENSG00000183458.13,2412926941,RP11-958N24.1,si,-0.872,0.383
ENSG00000183426.16,2412940743,NPIPA1,si,-0.67981,0.497
ENSG00000261819.1,2412992521,RP11-680G24.4,si,-0.27187,0.786
ENSG00000238728.1,2413013671,MIR1972-1,si,-1.3378,0.181
ENSG00000275910.1,2413019421,RP11-680G24.6,si,0.2819,0.778
ENSG00000157045.8,2413050277,NTAN1,si,0.6986,0.485
ENSG00000179889.18,2413060277,PDXDC1,si,1.62355,0.104
ENSG00000085721.12,2413080481,RRN3,si,-1.594,0.111
ENSG00000188599.17,2413117217,NPIPP1,si,-0.404,0.686
ENSG00000277770.1,2413364137,RP11-72I8.2,si,-0.11941,0.905
ENSG00000183793.13,2413375647,NPIPA5,si,-1.07614,0.282
ENSG00000156968.8,2413407823,MPV17L,si,0.455,0.649
ENSG00000072864.13,2413688121,NDE1,si,0.482,0.63
ENSG00000263335.1,2413733145,AF001548.5,si,-0.2147,0.83
ENSG00000263065.1,2413744783,AF001548.6,si,0.65955,0.51
ENSG00000133393.12,2413880484,FOPNL,si,1.71148,0.087
ENSG00000215003.4,2413935307,RPL15P20,si,0.27471,0.784
ENSG00000103222.18,2414049637,ABCC1,si,0.755,0.45
ENSG00000091262.14,2414189537,ABCC6,si,-0.21729,0.828
ENSG00000103226.17,2414266966,NOMO3,si,-0.86972,0.384
ENSG00000206706.1,2414317473,Y_RNA,si,0.47165,0.637
ENSG00000183889.12,2414337329,AC138969.4,si,-0.38663,0.699
ENSG00000277920.1,2414354911,RP11-958N24.4,si,-1.302,0.193
ENSG00000259929.5,2416045703,CTA-481E9.4,si,-0.24113,0.809
ENSG00000257527.1,2416414891,MIR3179-3,si,-1.78936,0.0736
ENSG00000274025.1,2416491645,MIR3670-4,si,-0.89824,0.369
ENSG00000256340.8,2416588057,ABCC6P1,si,1.46833,0.142
ENSG00000134419.15,2416789151,RPS15A,si,-1.37849,0.168
ENSG00000260017.1,2416810943,RP11-1035H13.2,si,-3.19366,0.0014
ENSG00000170537.12,2417027249,TMC7,si,0.27594,0.783
ENSG00000167186.10,2417077159,COQ7,si,-0.293,0.77
ENSG00000260592.1,2417485719,CTA-363E6.6,si,-1.39232,0.164
ENSG00000103540.16,2417541921,CCP110,si,-0.8292,0.407
ENSG00000103550.13,2417713396,KNOP1,si,-0.625,0.532
ENSG00000261195.1,2417766947,CTD-2380F24.1,si,0.97178,0.331
ENSG00000261939.1,2417822877,LARP7P2,si,1.567,0.117
ENSG00000167191.11,2417874741,GPRC5B,si,1.24387,0.214
ENSG00000183549.10,2418428747,ACSM5,si,-0.78929,0.43
ENSG00000260762.1,2418600140,ACSM5P1,si,-0.05892,0.953
ENSG00000166743.9,2418664375,ACSM1,si,0.08985,0.928
ENSG00000005187.11,2418707223,ACSM3,si,-0.274,0.784
ENSG00000196678.13,2418843583,ERI2,si,0.45219,0.651
ENSG00000158486.13,2419049587,DNAH3,si,-0.07436,0.941
ENSG00000011638.10,2419172808,TMEM159,si,-0.849,0.396
ENSG00000262983.1,2419203723,AF001550.7,si,-0.37914,0.705
ENSG00000260306.1,2419798239,RP11-645C24.5,si,-0.4633,0.643
ENSG00000248124.7,2419811569,RRN3P1,si,-2.84333,0.00446
ENSG00000185864.16,2419861009,NPIPB4,si,1.06885,0.285
ENSG00000274460.1,2419954275,CTD-2649C14.2,si,-3.41353,0.000641
ENSG00000275445.1,2420011083,CTD-2649C14.3,si,-0.288,0.773
ENSG00000185716.11,2420050897,C16orf52,si,1.76068,0.0783
ENSG00000260905.1,2420616325,RP11-105C19.1,si,0.85359,0.393
ENSG00000283213.1,2420813296,CTC-591M7.1,si,-0.217,0.828
ENSG00000122254.6,2420868569,HS3ST2,si,1.35523,0.175
ENSG00000260741.1,2421207303,CTC-391G2.1,si,-0.217,0.828
ENSG00000168434.12,2421424148,COG7,si,0.16859,0.866
ENSG00000212593.1,2421445193,SNORA75,si,-2.22536,0.0261
ENSG00000259782.2,2421450175,CTD-2270L9.2,si,-1.91321,0.0557
ENSG00000260136.5,2421458493,CTD-2270L9.4,si,2.55789,0.0105
ENSG00000103365.15,2421496080,GGA2,si,1.66592,0.0957
ENSG00000103356.15,2421543184,EARS2,si,-1.23975,0.215
ENSG00000103353.15,2421569187,UBFD1,si,-1.024,0.306
ENSG00000260264.1,2422247795,AC004125.3,si,-0.08356,0.933
ENSG00000090905.18,2422722232,TNRC6A,si,4.16351,3.13e-05
ENSG00000158865.12,2422882046,SLC5A11,si,-1.22702,0.22
ENSG00000260714.1,2423021812,RP11-266L9.1,si,1.041,0.298
ENSG00000262155.1,2423071251,RP11-266L9.5,si,-0.0052,0.996
ENSG00000271105.1,2423073151,SCML2P2,si,0.187,0.852
ENSG00000263326.1,2423075420,RP11-266L9.6,si,-0.55296,0.58
ENSG00000266166.2,2423188707,RN7SL557P,si,-0.97199,0.331
ENSG00000155592.15,2423250277,ZKSCAN2,si,1.86702,0.0619
ENSG00000274925.1,2423262821,CTD-2547G23.4,si,-0.37884,0.705
ENSG00000236481.1,2424593095,AC002331.1,si,-1.90812,0.0564
ENSG00000260580.1,2424728811,RP11-142A12.1,si,0.31817,0.75
ENSG00000261482.1,2425070705,RP11-673P17.2,si,2.81855,0.00482
ENSG00000259940.2,2425217462,CTD-3203P2.1,si,-1.047,0.295
ENSG00000259954.1,2425453843,IL21R-AS1,si,-0.04914,0.961
ENSG00000273553.1,2425690663,CTD-2049O4.2,si,0.02946,0.976
ENSG00000169180.11,2426158261,XPO6,si,-1.03206,0.302
ENSG00000188322.4,2426311495,SBK1,si,0.5366,0.592
ENSG00000277191.1,2426344801,RP11-57A19.6,si,-1.08052,0.28
ENSG00000176046.8,2426539253,NUPR1,si,2.51441,0.0119
ENSG00000271495.1,2426551806,RP11-666O2.1,si,0.2716,0.786
ENSG00000275441.1,2426557236,RP11-666O2.2,si,-0.36545,0.715
ENSG00000197165.10,2426597837,SULT1A2,si,1.765,0.0776
ENSG00000196502.11,2426617722,SULT1A1,si,-1.765,0.0776
ENSG00000261419.1,2426703550,RP11-57A19.4,si,-0.93806,0.348
ENSG00000270424.1,2426753589,RP11-1348G14.6,si,1.12247,0.262
ENSG00000260570.1,2426837217,RP11-24N18.1,si,1.06846,0.285
ENSG00000178952.9,2426847721,TUFM,si,0.64249,0.521
ENSG00000178188.14,2426863717,SH2B1,si,1.51559,0.13
ENSG00000196796.5,2427049002,CTB-134H23.2,si,1.28359,0.199
ENSG00000259807.1,2427221912,RP11-426C22.4,si,1.72757,0.0841
ENSG00000260953.1,2427266687,RP11-426C22.6,si,-1.477,0.14
ENSG00000271699.5,2427363821,SNX29P2,si,-0.80377,0.422
ENSG00000278078.1,2427383605,RP11-231C14.8,si,-1.6843,0.0921
ENSG00000254634.4,2427439725,SMG1P6,si,2.71137,0.0067
ENSG00000181625.17,2427459671,SLX1B,si,-1.87508,0.0608
ENSG00000169203.16,2427498132,RP11-231C14.4,si,-2.38501,0.0171
ENSG00000279583.1,2427598945,RP11-368N21.5,si,1.96527,0.0494
ENSG00000280789.1,2427821346,PAGR1,si,-0.58069,0.561
ENSG00000013364.18,2427837528,MVP,si,-1.005,0.315
ENSG00000214725.8,2427869135,CDIPT-AS1,si,-0.225,0.822
ENSG00000174939.10,2427913431,ASPHD1,si,-2.28529,0.0223
ENSG00000174943.9,2427919335,KCTD13,si,-0.52854,0.597
ENSG00000260114.2,2427924081,CTD-2574D22.4,si,-2.77,0.00561
ENSG00000247735.2,2427931196,CTD-2574D22.2,si,2.43894,0.0147
ENSG00000169592.14,2428003855,INO80E,si,2.77601,0.0055
ENSG00000149927.17,2428017701,DOC2A,si,1.893,0.0584
ENSG00000275371.1,2428114737,RP11-455F5.6,si,1.55941,0.119
ENSG00000261416.1,2428187543,RP11-455F5.5,si,-2.58962,0.00961
ENSG00000132207.17,2428199035,SLX1A,si,1.866,0.062
ENSG00000261203.1,2428223387,RP11-347C12.8,si,-2.42368,0.0154
ENSG00000198064.13,2428242035,RP11-347C12.1,si,-2.12417,0.0337
ENSG00000273724.1,2428343179,RP11-347C12.12,si,2.17777,0.0294
ENSG00000180035.11,2428392419,ZNF48,si,-1.12995,0.258
ENSG00000222701.1,2428474957,Y_RNA,si,-0.71151,0.477
ENSG00000266305.1,2428507271,MIR4518,si,-0.56182,0.574
ENSG00000235560.3,2428539259,AC002310.12,si,-2.38,0.0173
ENSG00000261680.1,2428627811,RP11-146F11.3,si,-0.57256,0.567
ENSG00000196118.11,2428763378,CCDC189,si,0.586,0.558
ENSG00000103549.21,2428772337,RNF40,si,0.50269,0.615
ENSG00000280211.1,2428778094,RP11-2C24.3,si,-1.83841,0.066
ENSG00000274678.1,2428824923,RP11-2C24.7,si,-1.95508,0.0506
ENSG00000265991.1,2428878606,MIR4519,si,-2.08155,0.0374
ENSG00000262721.1,2428888803,AC106782.20,si,-3.23631,0.00121
ENSG00000150281.6,2428903395,CTF1,si,1.954,0.0507
ENSG00000099364.16,2428939231,FBXL19,si,-3.11568,0.00184
ENSG00000279196.1,2428989761,RP11-1072A3.3,si,1.56537,0.117
ENSG00000103496.14,2429041243,STX4,si,2.29316,0.0218
ENSG00000260911.2,2429049821,RP11-196G11.2,si,-0.13962,0.889
ENSG00000167395.10,2429082621,ZNF646,si,-3.5569,0.000375
ENSG00000260304.1,2429186209,RP11-388M20.6,si,2.87982,0.00398
ENSG00000089280.18,2429190802,FUS,si,-3.44315,0.000575
ENSG00000169900.7,2429219972,PYDC1,si,-3.249,0.00116
ENSG00000177238.13,2429226091,TRIM72,si,3.08815,0.00201
ENSG00000176723.9,2429441188,ZNF843,si,-3.93829,8.21e-05
ENSG00000260267.1,2429461535,RP11-452L6.5,si,-3.11026,0.00187
ENSG00000140691.16,2429465935,ARMC5,si,-3.43528,0.000592
ENSG00000140682.18,2429478084,TGFB1I1,si,1.75429,0.0794
ENSG00000260625.2,2429512175,RP11-452L6.7,si,2.50169,0.0124
ENSG00000261475.2,2429554667,CTD-2014E2.6,si,1.43643,0.151
ENSG00000261289.2,2429955628,RP11-170L3.5,si,-0.67047,0.503
ENSG00000260575.1,2430255833,RP11-56L13.7,si,0.16683,0.868
ENSG00000260809.1,2433100979,VPS35P1,si,0.06853,0.945
ENSG00000259836.1,2433493036,AGGF1P6,si,-1.02534,0.305
ENSG00000199448.1,2444559451,RNU6-845P,si,2.6037,0.00922
ENSG00000155330.9,2444817321,C16orf87,si,-1.59181,0.111
ENSG00000260744.1,2445202681,RP11-329J18.3,si,-1.93226,0.0533
ENSG00000262038.1,2445532865,RP11-177N22.3,si,-4.109,3.97e-05
ENSG00000102910.13,2446307021,LONP2,si,-1.38558,0.166
ENSG00000280067.1,2446348218,CTD-2600H12.2,si,-1.02945,0.303
ENSG00000196470.11,2446405695,SIAH1,si,-2.22056,0.0264
ENSG00000275909.1,2446436379,Metazoa_SRP,si,1.99833,0.0457
ENSG00000260052.1,2446641243,CTC-527H23.3,si,1.30641,0.191
ENSG00000280189.1,2447301764,RP11-491F9.2,si,1.994,0.0462
ENSG00000263110.1,2447459061,RP11-189E14.3,si,1.13636,0.256
ENSG00000280131.1,2447714905,CTD-2595P9.2,si,-0.15972,0.873
ENSG00000261835.1,2448050459,RP11-429P3.2,si,1.17928,0.238
ENSG00000273829.1,2448057598,Metazoa_SRP,si,-0.13961,0.889
ENSG00000155393.12,2448089475,HEATR3,si,-0.622,0.534
ENSG00000202124.1,2448101623,RNY4P3,si,-0.64339,0.52
ENSG00000121281.12,2448285447,ADCY7,si,1.70204,0.0887
ENSG00000166164.15,2448344522,BRD7,si,-1.46613,0.143
ENSG00000261393.1,2448373341,RP11-21B23.1,si,-1.04388,0.297
ENSG00000278909.1,2448560349,RP11-401P9.7,si,2.72223,0.00648
ENSG00000260249.2,2448672237,RP11-401P9.5,si,2.06439,0.039
ENSG00000270120.1,2448716528,RP11-327F22.6,si,0.73014,0.465
ENSG00000167207.11,2448716651,NOD2,si,3.07796,0.00208
ENSG00000261637.1,2449030079,RP11-883G14.2,si,2.914,0.00357
ENSG00000260057.5,2449771157,LINC01571,si,0.564,0.573
ENSG00000177200.15,2451195403,CHD9,si,3.38233,0.000719
ENSG00000261056.2,2451302319,RP11-454F8.2,si,1.87301,0.0611
ENSG00000103479.15,2451466125,RBL2,si,-1.30941,0.19
ENSG00000279722.1,2451492087,RP11-44F14.6,si,-1.267,0.205
ENSG00000103494.12,2451654122,RPGRIP1L,si,1.39289,0.164
ENSG00000140718.19,2451933413,FTO,si,-1.99818,0.0457
ENSG00000177508.11,2452288345,IRX3,si,-1.14784,0.251
ENSG00000245694.9,2452890501,CRNDE,si,-1.72633,0.0843
ENSG00000239555.3,2453294839,RN7SL841P,si,-3.0689,0.00215
ENSG00000159387.7,2453330571,IRX6,si,0.384,0.701
ENSG00000087253.12,2453551145,LPCAT2,si,1.808,0.0706
ENSG00000198848.12,2453821405,CES1,si,1.78357,0.0745
ENSG00000246379.6,2454145352,RP11-461O7.1,si,-0.91843,0.358
ENSG00000261439.1,2454196877,DKFZP434H168,si,-0.265,0.791
ENSG00000087263.16,2454468607,OGFOD1,si,1.84396,0.0652
ENSG00000274031.1,2454469213,RP11-413H22.3,si,-0.5842,0.559
ENSG00000087250.8,2454593393,MT3,si,0.72208,0.47
ENSG00000205361.8,2454647557,MT1DP,si,-0.434,0.664
ENSG00000261302.5,2454722681,RP11-343H19.1,si,-0.46577,0.641
ENSG00000102900.12,2454793507,NUP93,si,-1.24,0.215
ENSG00000207649.3,2454861871,MIR138-2,si,0.97805,0.328
ENSG00000283471.1,2454907620,MIR6863,si,0.38219,0.702
ENSG00000140848.16,2455123763,CPNE2,si,-2.00481,0.045
ENSG00000279019.1,2455146053,RP11-407G23.2,si,-1.36926,0.171
ENSG00000159579.13,2455216617,RSPRY1,si,-1.10423,0.269
ENSG00000260038.1,2455251233,RP11-407G23.4,si,1.95747,0.0503
ENSG00000102978.12,2455470510,POLR2C,si,0.50719,0.612
ENSG00000159618.15,2455570363,ADGRG5,si,0.1685,0.866
ENSG00000140854.12,2455749801,KATNB1,si,0.633,0.527
ENSG00000070729.13,2455930039,CNGB1,si,-0.53158,0.595
ENSG00000207173.1,2456086429,Y_RNA,si,1.44427,0.149
ENSG00000103021.9,2456260808,CCDC113,si,0.30524,0.76
ENSG00000103037.11,2456521641,SETD6,si,0.97576,0.329
ENSG00000125107.17,2456578230,CNOT1,si,1.0209,0.307
ENSG00000279889.1,2456709359,RP11-451N19.3,si,-0.00299,0.998
ENSG00000125166.12,2456724055,GOT2,si,1.87986,0.0601
ENSG00000260451.1,2456780363,GEMIN8P2,si,0.12932,0.897
ENSG00000245768.6,2456924755,RP11-410D17.2,si,2.13744,0.0326
ENSG00000275808.1,2457007665,Metazoa_SRP,si,1.40025,0.161
ENSG00000270222.1,2457659281,DUXAP11,si,3.65628,0.000256
